feature,mean_A,mean_B,diff,kind,label,pair
rri,0.023927965181653084,0.003990329168507236,0.019937636013145847,char,fake_scarcity,FN_vs_TP
rrit,0.023927965181653084,0.003990329168507236,0.019937636013145847,char,fake_scarcity,FN_vs_TP
 carr,0.023927965181653084,0.003990329168507236,0.019937636013145847,char,fake_scarcity,FN_vs_TP
rrito,0.023927965181653084,0.003990329168507236,0.019937636013145847,char,fake_scarcity,FN_vs_TP
 car,0.023927965181653084,0.003990329168507236,0.019937636013145847,char,fake_scarcity,FN_vs_TP
carri,0.023927965181653084,0.003990329168507236,0.019937636013145847,char,fake_scarcity,FN_vs_TP
carr,0.023927965181653084,0.003990329168507236,0.019937636013145847,char,fake_scarcity,FN_vs_TP
rito,0.023927965181653084,0.003990329168507236,0.019937636013145847,char,fake_scarcity,FN_vs_TP
arr,0.023927965181653084,0.003990329168507236,0.019937636013145847,char,fake_scarcity,FN_vs_TP
sin,0.3414213562373095,0.0,0.3414213562373095,word,shaming,FN_vs_TP
descuento,0.14142135623730953,0.0058579709774339616,0.13556338525987557,word,shaming,FN_vs_TP
una,0.14142135623730953,0.0077344072890384976,0.13368694894827104,word,shaming,FN_vs_TP
soy,0.14142135623730953,0.010335708187892562,0.13108564804941697,word,shaming,FN_vs_TP
si,0.09500641312877414,0.008456942484196811,0.08654947064457733,word,shaming,FN_vs_TP
amo,0.09500641312877414,0.011148719909260857,0.08385769321951328,word,shaming,FN_vs_TP
las ofertas,0.08848622266597925,0.00880156162963446,0.07968466103634479,word,shaming,FN_vs_TP
ofertas,0.08848622266597925,0.00880156162963446,0.07968466103634479,word,shaming,FN_vs_TP
las,0.07929653034920803,0.015944916336817074,0.06335161401239095,word,shaming,FN_vs_TP
completo por,0.0,0.008394255859712995,-0.008394255859712995,word,shaming,FN_vs_TP
precio completo por,0.0,0.008394255859712995,-0.008394255859712995,word,shaming,FN_vs_TP
último en enterarme,0.0,0.009206588023180032,-0.009206588023180032,word,shaming,FN_vs_TP
en,0.0,0.009206588023180032,-0.009206588023180032,word,shaming,FN_vs_TP
último en,0.0,0.009206588023180032,-0.009206588023180032,word,shaming,FN_vs_TP
en enterarme,0.0,0.009206588023180032,-0.009206588023180032,word,shaming,FN_vs_TP
enterarme,0.0,0.009206588023180032,-0.009206588023180032,word,shaming,FN_vs_TP
el último en,0.0,0.009206588023180032,-0.009206588023180032,word,shaming,FN_vs_TP
el último,0.0,0.009206588023180032,-0.009206588023180032,word,shaming,FN_vs_TP
último,0.0,0.009206588023180032,-0.009206588023180032,word,shaming,FN_vs_TP
me gustan las,0.0,0.009450112968658993,-0.009450112968658993,word,shaming,FN_vs_TP
gustan las ofertas,0.0,0.009450112968658993,-0.009450112968658993,word,shaming,FN_vs_TP
gustan las,0.0,0.009450112968658993,-0.009450112968658993,word,shaming,FN_vs_TP
las cosas,0.0,0.009653740656816973,-0.009653740656816973,word,shaming,FN_vs_TP
no gracias voy,0.0,0.010175174271489833,-0.010175174271489833,word,shaming,FN_vs_TP
voy,0.0,0.010175174271489833,-0.010175174271489833,word,shaming,FN_vs_TP
gracias voy,0.0,0.010175174271489833,-0.010175174271489833,word,shaming,FN_vs_TP
gusta la,0.0,0.010242684831905376,-0.010242684831905376,word,shaming,FN_vs_TP
me gusta la,0.0,0.010242684831905376,-0.010242684831905376,word,shaming,FN_vs_TP
diversión,0.0,0.010664143542376636,-0.010664143542376636,word,shaming,FN_vs_TP
no quiero ahorrar,0.0,0.01114484045983843,-0.01114484045983843,word,shaming,FN_vs_TP
quiero ahorrar,0.0,0.01114484045983843,-0.01114484045983843,word,shaming,FN_vs_TP
no gracias dejaré,0.0,0.011151224021004803,-0.011151224021004803,word,shaming,FN_vs_TP
gracias dejaré,0.0,0.011151224021004803,-0.011151224021004803,word,shaming,FN_vs_TP
dejaré,0.0,0.011151224021004803,-0.011151224021004803,word,shaming,FN_vs_TP
esta oferta,0.0,0.011151224021004803,-0.011151224021004803,word,shaming,FN_vs_TP
esta,0.0,0.011151224021004803,-0.011151224021004803,word,shaming,FN_vs_TP
preferiría,0.0,0.011184271287758115,-0.011184271287758115,word,shaming,FN_vs_TP
gracias preferiría,0.0,0.011184271287758115,-0.011184271287758115,word,shaming,FN_vs_TP
no gracias preferiría,0.0,0.011184271287758115,-0.011184271287758115,word,shaming,FN_vs_TP
__num__,0.0,0.0111926275410699,-0.0111926275410699,word,shaming,FN_vs_TP
un __num__,0.0,0.0111926275410699,-0.0111926275410699,word,shaming,FN_vs_TP
comida,0.0,0.011369060255992932,-0.011369060255992932,word,shaming,FN_vs_TP
me gustan los,0.0,0.01183405703782757,-0.01183405703782757,word,shaming,FN_vs_TP
gustan los,0.0,0.01183405703782757,-0.01183405703782757,word,shaming,FN_vs_TP
gratis,0.0,0.011865425129416214,-0.011865425129416214,word,shaming,FN_vs_TP
cosas geniales,0.0,0.012344121593298358,-0.012344121593298358,word,shaming,FN_vs_TP
gracias odio,0.0,0.012345562001729284,-0.012345562001729284,word,shaming,FN_vs_TP
no gracias odio,0.0,0.012345562001729284,-0.012345562001729284,word,shaming,FN_vs_TP
por,0.0,0.01262846672122564,-0.01262846672122564,word,shaming,FN_vs_TP
no necesito,0.0,0.012656229911982396,-0.012656229911982396,word,shaming,FN_vs_TP
ect,0.14635422630457917,0.0025766141561051116,0.14377761214847407,char,shaming,FN_vs_TP
 re,0.13631008929198174,0.004858872165571338,0.1314512171264104,char,shaming,FN_vs_TP
 si,0.11222977864249803,0.005257097157390861,0.10697268148510716,char,shaming,FN_vs_TP
 sin,0.09474888327996472,0.0,0.09474888327996472,char,shaming,FN_vs_TP
sin,0.09474888327996472,0.0,0.09474888327996472,char,shaming,FN_vs_TP
sin ,0.09474888327996472,0.0,0.09474888327996472,char,shaming,FN_vs_TP
 sin ,0.09474888327996472,0.0,0.09474888327996472,char,shaming,FN_vs_TP
in ,0.09474888327996472,0.0,0.09474888327996472,char,shaming,FN_vs_TP
na ,0.08058008577983448,0.01054315668532497,0.07003692909450951,char,shaming,FN_vs_TP
nos ,0.05967273316485601,0.0027601118526252256,0.056912621312230786,char,shaming,FN_vs_TP
nos,0.05967273316485601,0.0027601118526252256,0.056912621312230786,char,shaming,FN_vs_TP
 ap,0.05557745608979127,0.005382425444862121,0.050195030644929146,char,shaming,FN_vs_TP
 una,0.04827213048185704,0.00292297529304174,0.0453491551888153,char,shaming,FN_vs_TP
 una ,0.04827213048185704,0.00292297529304174,0.0453491551888153,char,shaming,FN_vs_TP
 soy ,0.04827213048185704,0.00340085622170855,0.04487127426014849,char,shaming,FN_vs_TP
soy ,0.04827213048185704,0.00340085622170855,0.04487127426014849,char,shaming,FN_vs_TP
 soy,0.04827213048185704,0.00340085622170855,0.04487127426014849,char,shaming,FN_vs_TP
soy,0.04827213048185704,0.00340085622170855,0.04487127426014849,char,shaming,FN_vs_TP
con,0.052400912406142766,0.00789064424020524,0.044510268165937526,char,shaming,FN_vs_TP
 con,0.052400912406142766,0.00789064424020524,0.044510268165937526,char,shaming,FN_vs_TP
ers,0.044959264808673655,0.003860545061815227,0.04109871974685843,char,shaming,FN_vs_TP
 ma,0.044959264808673655,0.005401771425270003,0.039557493383403655,char,shaming,FN_vs_TP
 so,0.044959264808673655,0.005521434878148934,0.03943782993052472,char,shaming,FN_vs_TP
una ,0.044959264808673655,0.005788777732341294,0.03917048707633236,char,shaming,FN_vs_TP
una,0.044959264808673655,0.005788777732341294,0.03917048707633236,char,shaming,FN_vs_TP
"si,",0.03971536967163407,0.0026313438667837632,0.037084025804850304,char,shaming,FN_vs_TP
"si, ",0.03971536967163407,0.0026313438667837632,0.037084025804850304,char,shaming,FN_vs_TP
" si,",0.03971536967163407,0.0026313438667837632,0.037084025804850304,char,shaming,FN_vs_TP
"i, ",0.03971536967163407,0.0026313438667837632,0.037084025804850304,char,shaming,FN_vs_TP
" si, ",0.03971536967163407,0.0026313438667837632,0.037084025804850304,char,shaming,FN_vs_TP
la ,0.04238960655697643,0.00622086298692778,0.03616874357004865,char,shaming,FN_vs_TP
amo ,0.03971536967163407,0.004207446062248456,0.035507923609385615,char,shaming,FN_vs_TP
amo,0.03971536967163407,0.004207446062248456,0.035507923609385615,char,shaming,FN_vs_TP
 co,0.055541463029198684,0.020978139348304302,0.03456332368089438,char,shaming,FN_vs_TP
as ,0.05481080347930659,0.022237847407150714,0.03257295607215588,char,shaming,FN_vs_TP
rtas,0.036989745516048146,0.004743768008784259,0.032245977507263886,char,shaming,FN_vs_TP
tas,0.036989745516048146,0.004743768008784259,0.032245977507263886,char,shaming,FN_vs_TP
tas ,0.036989745516048146,0.004743768008784259,0.032245977507263886,char,shaming,FN_vs_TP
rtas ,0.036989745516048146,0.004743768008784259,0.032245977507263886,char,shaming,FN_vs_TP
ertas,0.036989745516048146,0.004743768008784259,0.032245977507263886,char,shaming,FN_vs_TP
raré,0.03507615011510872,0.0029237947993523,0.03215235531575642,char,shaming,FN_vs_TP
raré ,0.03507615011510872,0.0029237947993523,0.03215235531575642,char,shaming,FN_vs_TP
 per,0.04029004288991724,0.00941206990727023,0.030877972982647012,char,shaming,FN_vs_TP
 pe,0.04029004288991724,0.00941206990727023,0.030877972982647012,char,shaming,FN_vs_TP
per,0.04029004288991724,0.00941206990727023,0.030877972982647012,char,shaming,FN_vs_TP
 un,0.03851488710302614,0.00922704073824265,0.02928784636478349,char,shaming,FN_vs_TP
uent,0.03266891073073049,0.004193863689679811,0.02847504704105068,char,shaming,FN_vs_TP
 desc,0.03266891073073049,0.004193863689679811,0.02847504704105068,char,shaming,FN_vs_TP
desc,0.03266891073073049,0.004193863689679811,0.02847504704105068,char,shaming,FN_vs_TP
escu,0.03266891073073049,0.004193863689679811,0.02847504704105068,char,shaming,FN_vs_TP
quiero,0.48464266481635626,0.0,0.48464266481635626,word,shaming,FP_vs_TN
no,0.17579671584378948,0.00453210286873425,0.1712646129750552,word,shaming,FP_vs_TN
mi,0.14699946056725893,0.0006260444980916908,0.14637341606916723,word,shaming,FP_vs_TN
más,0.1136592531455653,0.0067047287480656225,0.10695452439749968,word,shaming,FP_vs_TN
lo quiero,0.10174586128114771,0.0,0.10174586128114771,word,shaming,FP_vs_TN
si,0.08026035475256038,0.00610147275300184,0.07415888199955854,word,shaming,FP_vs_TN
lo,0.06684848289857766,0.010320838684877447,0.05652764421370021,word,shaming,FP_vs_TN
en este,0.05248951174800917,0.0005407608261128546,0.05194875092189632,word,shaming,FP_vs_TN
si me,0.04548741916472357,0.0010287589633138216,0.04445866020140975,word,shaming,FP_vs_TN
me,0.04548741916472357,0.0010287589633138216,0.04445866020140975,word,shaming,FP_vs_TN
una,0.052375292647436074,0.012369968572432815,0.04000532407500326,word,shaming,FP_vs_TN
este artículo recientemente,0.025875278249038416,0.0006035154805972846,0.025271762768441133,word,shaming,FP_vs_TN
artículo recientemente,0.025875278249038416,0.0006035154805972846,0.025271762768441133,word,shaming,FP_vs_TN
que se,0.025875278249038416,0.0009089926733990539,0.024966285575639364,word,shaming,FP_vs_TN
personas,0.024671118703271377,0.001607678297094241,0.023063440406177138,word,shaming,FP_vs_TN
que,0.021769791599432934,0.0037975058437549006,0.01797228575567803,word,shaming,FP_vs_TN
visto este artículo,0.02083577289224916,0.004459389130937149,0.016376383761312008,word,shaming,FP_vs_TN
visto este,0.019737586860585226,0.005765944060007783,0.013971642800577444,word,shaming,FP_vs_TN
han visto este,0.019737586860585226,0.005765944060007783,0.013971642800577444,word,shaming,FP_vs_TN
este,0.03807746531341932,0.024801881422777648,0.013275583890641676,word,shaming,FP_vs_TN
se,0.019737586860585226,0.006961945368709593,0.012775641491875633,word,shaming,FP_vs_TN
recientemente,0.019138605334177758,0.006577212244723882,0.012561393089453875,word,shaming,FP_vs_TN
han visto,0.018868464495594494,0.0070694760149851085,0.011798988480609385,word,shaming,FP_vs_TN
visto,0.01773022332357843,0.008882180373376326,0.008848042950202105,word,shaming,FP_vs_TN
este artículo,0.016100028877886415,0.013180764816596644,0.0029192640612897714,word,shaming,FP_vs_TN
artículo,0.015359444665066595,0.014434117783529007,0.0009253268815375883,word,shaming,FP_vs_TN
han,0.014929762069725839,0.015173507241831766,-0.0002437451721059268,word,shaming,FP_vs_TN
extra __num__ off,0.0,0.0005835130064525617,-0.0005835130064525617,word,shaming,FP_vs_TN
extra __num__,0.0,0.0005835130064525617,-0.0005835130064525617,word,shaming,FP_vs_TN
in __num__ __num__,0.0,0.0006750013358379381,-0.0006750013358379381,word,shaming,FP_vs_TN
please,0.0,0.0006836467822606876,-0.0006836467822606876,word,shaming,FP_vs_TN
chance,0.0,0.0006954577661840971,-0.0006954577661840971,word,shaming,FP_vs_TN
last,0.0,0.0006954577661840971,-0.0006954577661840971,word,shaming,FP_vs_TN
last chance,0.0,0.0006954577661840971,-0.0006954577661840971,word,shaming,FP_vs_TN
que pediste,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
que pediste tiene,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
mucha demanda no,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
un artículo que,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
no te preocupes,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
artículo que,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
demanda no,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
preocupes,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
preocupes hemos,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
pediste tiene mucha,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
pediste tiene,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
pediste,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
artículo que pediste,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
demanda no te,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
te preocupes hemos,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
te preocupes,0.0,0.0006987031962168764,-0.0006987031962168764,word,shaming,FP_vs_TN
uiero,0.1494931451167837,0.0,0.1494931451167837,char,shaming,FP_vs_TN
iero ,0.1494931451167837,0.0,0.1494931451167837,char,shaming,FP_vs_TN
uier,0.14663079874249837,0.00021409642137961235,0.14641670232111875,char,shaming,FP_vs_TN
quie,0.14663079874249837,0.00021409642137961235,0.14641670232111875,char,shaming,FP_vs_TN
quier,0.14663079874249837,0.00021409642137961235,0.14641670232111875,char,shaming,FP_vs_TN
 quie,0.14663079874249837,0.00021409642137961235,0.14641670232111875,char,shaming,FP_vs_TN
 qui,0.1440176812354371,0.0004826173968035816,0.14353506383863351,char,shaming,FP_vs_TN
qui,0.14161384615121317,0.0006833473030652616,0.1409304988481479,char,shaming,FP_vs_TN
ero ,0.14161384615121317,0.0007077387909401484,0.140906107360273,char,shaming,FP_vs_TN
ro ,0.12867661404743594,0.0017441031727321876,0.12693251087470375,char,shaming,FP_vs_TN
iero,0.12721135241643416,0.002385218546421077,0.12482613387001308,char,shaming,FP_vs_TN
ero,0.11649972397677066,0.0036592700646770515,0.11284045391209362,char,shaming,FP_vs_TN
uie,0.11551498309532929,0.0037098783549377435,0.11180510474039154,char,shaming,FP_vs_TN
ier,0.11551498309532929,0.0039030825520668462,0.11161190054326244,char,shaming,FP_vs_TN
 qu,0.11295220698747045,0.005153946745853301,0.10779826024161715,char,shaming,FP_vs_TN
 no,0.055125025773481655,0.0018296460208711367,0.05329537975261052,char,shaming,FP_vs_TN
 no ,0.04142817354807074,0.0010672887606476087,0.04036088478742313,char,shaming,FP_vs_TN
dig,0.038441291301328985,0.00025150955483565335,0.03818978174649333,char,shaming,FP_vs_TN
mi ,0.03512955227110704,0.00023242708850226848,0.03489712518260477,char,shaming,FP_vs_TN
 mi ,0.03512955227110704,0.00023242708850226848,0.03489712518260477,char,shaming,FP_vs_TN
"si, ",0.03578433764690335,0.0013122772598232967,0.034472060387080054,char,shaming,FP_vs_TN
"si,",0.03578433764690335,0.0013122772598232967,0.034472060387080054,char,shaming,FP_vs_TN
" si, ",0.03578433764690335,0.0013122772598232967,0.034472060387080054,char,shaming,FP_vs_TN
" si,",0.03578433764690335,0.0013122772598232967,0.034472060387080054,char,shaming,FP_vs_TN
ias ,0.03477670133984331,0.00047150981253202035,0.03430519152731129,char,shaming,FP_vs_TN
ias,0.03477670133984331,0.00047150981253202035,0.03430519152731129,char,shaming,FP_vs_TN
"i, ",0.0348885938549236,0.001487629876377798,0.0334009639785458,char,shaming,FP_vs_TN
 má,0.03514179336037665,0.002777158735169342,0.032364634625207306,char,shaming,FP_vs_TN
 más ,0.03514179336037665,0.002777158735169342,0.032364634625207306,char,shaming,FP_vs_TN
más,0.03514179336037665,0.002777158735169342,0.032364634625207306,char,shaming,FP_vs_TN
más ,0.03514179336037665,0.002777158735169342,0.032364634625207306,char,shaming,FP_vs_TN
 más,0.03514179336037665,0.002777158735169342,0.032364634625207306,char,shaming,FP_vs_TN
ás ,0.03514179336037665,0.002777158735169342,0.032364634625207306,char,shaming,FP_vs_TN
no ,0.03449622987731361,0.0034684711057330724,0.031027758771580535,char,shaming,FP_vs_TN
raci,0.027798732223703382,0.0002380058169265762,0.027560726406776807,char,shaming,FP_vs_TN
 si,0.02983220674416686,0.0033082878384908094,0.026523918905676052,char,shaming,FP_vs_TN
er ,0.0345303693126298,0.008213161558967582,0.026317207753662218,char,shaming,FP_vs_TN
 lo ,0.030251628821651846,0.00495214083776564,0.025299487983886208,char,shaming,FP_vs_TN
uscri,0.02545970683561312,0.00043827565764124345,0.025021431177971877,char,shaming,FP_vs_TN
susc,0.02545970683561312,0.00043827565764124345,0.025021431177971877,char,shaming,FP_vs_TN
suscr,0.02545970683561312,0.00043827565764124345,0.025021431177971877,char,shaming,FP_vs_TN
 susc,0.02545970683561312,0.00043827565764124345,0.025021431177971877,char,shaming,FP_vs_TN
uscr,0.02545970683561312,0.00043827565764124345,0.025021431177971877,char,shaming,FP_vs_TN
rac,0.02550161123709005,0.0006293172269624662,0.024872294010127582,char,shaming,FP_vs_TN
 gra,0.02550161123709005,0.0007223417880919119,0.024779269448998137,char,shaming,FP_vs_TN
 gr,0.02550161123709005,0.0007223417880919119,0.024779269448998137,char,shaming,FP_vs_TN
gra,0.02550161123709005,0.0007223417880919119,0.024779269448998137,char,shaming,FP_vs_TN
 sus,0.0246411760960225,0.0006576861989909465,0.023983489897031553,char,shaming,FP_vs_TN
sus,0.0246411760960225,0.0006576861989909465,0.023983489897031553,char,shaming,FP_vs_TN
cri,0.0246411760960225,0.0006844620284099465,0.02395671406761255,char,shaming,FP_vs_TN
__social_count__,0.13265455971744192,0.017629913366894224,0.1150246463505477,word,social_proof,FN_vs_TP
compró,0.07413406392626967,0.0210635741104849,0.05307048981578477,word,social_proof,FN_vs_TP
veces,0.05232510159371999,0.002875234198935846,0.049449867394784144,word,social_proof,FN_vs_TP
__num__ veces,0.05232510159371999,0.002875234198935846,0.049449867394784144,word,social_proof,FN_vs_TP
últimos,0.04575621040813189,0.0024910414579449552,0.043265168950186936,word,social_proof,FN_vs_TP
los últimos,0.04575621040813189,0.0024910414579449552,0.043265168950186936,word,social_proof,FN_vs_TP
en los últimos,0.04575621040813189,0.0024910414579449552,0.043265168950186936,word,social_proof,FN_vs_TP
los,0.044763185638009975,0.004631611600660568,0.040131574037349405,word,social_proof,FN_vs_TP
en los,0.044763185638009975,0.004631611600660568,0.040131574037349405,word,social_proof,FN_vs_TP
más,0.04039333525186363,0.006225695957099266,0.034167639294764365,word,social_proof,FN_vs_TP
__num__,0.08269597023761421,0.051592378389128134,0.03110359184848608,word,social_proof,FN_vs_TP
en,0.08143207619891898,0.0519724560793267,0.029459620119592286,word,social_proof,FN_vs_TP
clientes,0.03572566564366508,0.006370156545378637,0.029355509098286447,word,social_proof,FN_vs_TP
__social_count__ por,0.028324408330412387,0.0,0.028324408330412387,word,social_proof,FN_vs_TP
__timer__,0.027828173605340276,0.0014481668552067607,0.026380006750133515,word,social_proof,FN_vs_TP
los últimos __timer__,0.027828173605340276,0.0014481668552067607,0.026380006750133515,word,social_proof,FN_vs_TP
últimos __timer__,0.027828173605340276,0.0014481668552067607,0.026380006750133515,word,social_proof,FN_vs_TP
compró una,0.03306376960308229,0.007264764340793787,0.025799005262288503,word,social_proof,FN_vs_TP
__social_count__ en los,0.023579440214611603,0.0,0.023579440214611603,word,social_proof,FN_vs_TP
__social_count__ la bolsa,0.022491075452028365,0.0,0.022491075452028365,word,social_proof,FN_vs_TP
__social_count__ la,0.022491075452028365,0.0,0.022491075452028365,word,social_proof,FN_vs_TP
la bolsa,0.02535233055103495,0.003054388209903055,0.022297942341131895,word,social_proof,FN_vs_TP
por,0.025598841517025996,0.003804313544323498,0.021794527972702496,word,social_proof,FN_vs_TP
visto __num__,0.02283377179584571,0.0016334254443105285,0.021200346351535185,word,social_proof,FN_vs_TP
visto __num__ veces,0.02283377179584571,0.0016334254443105285,0.021200346351535185,word,social_proof,FN_vs_TP
rápido,0.023291404319840288,0.0021829559988980284,0.02110844832094226,word,social_proof,FN_vs_TP
una,0.03689797585651781,0.01597133731485486,0.020926638541662948,word,social_proof,FN_vs_TP
veces en,0.022443121597732964,0.0015713526660647568,0.020871768931668207,word,social_proof,FN_vs_TP
__num__ veces en,0.022443121597732964,0.0015713526660647568,0.020871768931668207,word,social_proof,FN_vs_TP
esta,0.028156063731881082,0.007879942296312191,0.02027612143556889,word,social_proof,FN_vs_TP
__num__ clientes,0.02664238554710783,0.006533671907829939,0.020108713639277888,word,social_proof,FN_vs_TP
días,0.018995647331432518,0.0,0.018995647331432518,word,social_proof,FN_vs_TP
los últimos días,0.018995647331432518,0.0,0.018995647331432518,word,social_proof,FN_vs_TP
últimos días,0.018995647331432518,0.0,0.018995647331432518,word,social_proof,FN_vs_TP
la,0.02812292217510876,0.00915025414678103,0.018972668028327727,word,social_proof,FN_vs_TP
veces en los,0.018373331592309815,0.0,0.018373331592309815,word,social_proof,FN_vs_TP
bolsa,0.02392416807205721,0.005871451942708364,0.018052716129348848,word,social_proof,FN_vs_TP
clientes han,0.017103401128003994,0.0,0.017103401128003994,word,social_proof,FN_vs_TP
__num__ clientes han,0.017103401128003994,0.0,0.017103401128003994,word,social_proof,FN_vs_TP
cesta,0.016179026527404404,0.0,0.016179026527404404,word,social_proof,FN_vs_TP
hora,0.025219771632928982,0.009072845821883505,0.016146925811045477,word,social_proof,FN_vs_TP
comprado __num__ veces,0.015371072264103707,0.0,0.015371072264103707,word,social_proof,FN_vs_TP
comprado __num__,0.015371072264103707,0.0,0.015371072264103707,word,social_proof,FN_vs_TP
no,0.014475948657509912,0.0,0.014475948657509912,word,social_proof,FN_vs_TP
__num__ veces hoy,0.01644186808156107,0.0019711805242728386,0.01447068755728823,word,social_proof,FN_vs_TP
veces hoy,0.01644186808156107,0.0019711805242728386,0.01447068755728823,word,social_proof,FN_vs_TP
este artículo recientemente,0.014309523226594607,0.0,0.014309523226594607,word,social_proof,FN_vs_TP
artículo recientemente,0.014309523226594607,0.0,0.014309523226594607,word,social_proof,FN_vs_TP
añadido la,0.01428300169872797,0.0,0.01428300169872797,word,social_proof,FN_vs_TP
popular,0.020172653931115676,0.006040069158053434,0.014132584773062243,word,social_proof,FN_vs_TP
es ,0.03698247619388144,0.006992586201367425,0.029989889992514014,char,social_proof,FN_vs_TP
ces,0.02873990486376706,0.0012070122223332325,0.02753289264143383,char,social_proof,FN_vs_TP
al_c,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
nt_,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
_so,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
oci,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
_cou,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
_co,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
 __so,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
ount_,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
ount,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
oun,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
nt__ ,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
nt__,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
unt__,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
__soc,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
ial_c,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
ial_,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
ial,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
__so,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
al_,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
ocial,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
_soc,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
_coun,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
unt_,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
l_co,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
al_co,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
t__ ,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
t__,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
cial,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
cial_,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
socia,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
soci,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
soc,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
cou,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
l_cou,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
coun,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
ocia,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
l_c,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
_soci,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
count,0.03299707325621257,0.006644266833557064,0.026352806422655504,char,social_proof,FN_vs_TP
cia,0.03356029762212153,0.007329922378166072,0.02623037524395546,char,social_proof,FN_vs_TP
 ve,0.031176872222647572,0.005493897905918322,0.02568297431672925,char,social_proof,FN_vs_TP
unt,0.03259116089212883,0.007088155357775733,0.0255030055343531,char,social_proof,FN_vs_TP
vece,0.02419753354793481,0.0012321571816980548,0.022965376366236755,char,social_proof,FN_vs_TP
